Season,Set,CardNumber,PlayerName,Team,Position,Rookie,CardName,FairValue,NumSales,Min,Max,Trend,Top3Prices,LastScraped
2007-08,2007-08 Upper Deck Young Guns,492,Tyler Kennedy,Pittsburgh Penguins,,Y,2007-08 Upper Deck - Young Guns #492 - Tyler Kennedy,3.34,9.0,2.19,5.14,stable,$2.93 | $4.41 | $3.34,2026-02-15 02:16
2007-08,2007-08 Upper Deck Young Guns,493,Devin Setoguchi,San Jose Sharks,,Y,2007-08 Upper Deck - Young Guns #493 - Devin Setoguchi,2.93,12.0,2.39,12.88,down,$5.49 | $2.93 | $2.93,2026-02-15 02:16
2007-08,2007-08 Upper Deck Young Guns,494,Lukas Kaspar,San Jose Sharks,,Y,2007-08 Upper Deck - Young Guns #494 - Lukas Kaspar,2.93,6.0,1.97,5.1,down,$2.93 | $4.41 | $3.3,2026-02-15 02:16
2007-08,2007-08 Upper Deck Young Guns,495,Thomas Greiss,San Jose Sharks,,Y,2007-08 Upper Deck - Young Guns #495 - Thomas Greiss,2.93,7.0,2.93,11.04,down,$2.93 | $3.3 | $5.1,2026-02-15 02:16
2007-08,2007-08 Upper Deck Young Guns,496,David Perron,St. Louis Blues,,Y,2007-08 Upper Deck - Young Guns #496 - David Perron,3.3,8.0,3.3,12.29,down,$3.3 | $10.63 | $12.29,2026-02-15 02:16
2007-08,2007-08 Upper Deck Young Guns,497,Jiri Tlusty,Toronto Maple Leafs,,Y,2007-08 Upper Deck - Young Guns #497 - Jiri Tlusty,3.3,10.0,2.2,6.15,stable,$2.93 | $3.3 | $5.1,2026-02-15 02:16
2007-08,2007-08 Upper Deck Young Guns,498,Anton Stralman,Toronto Maple Leafs,,Y,2007-08 Upper Deck - Young Guns #498 - Anton Stralman,5.1,7.0,1.29,5.1,up,$2.93 | $3.3 | $5.1,2026-02-15 02:16
2007-08,2007-08 Upper Deck Young Guns,499,Chris Bourque,Washington Capitals,,Y,2007-08 Upper Deck - Young Guns #499 - Chris Bourque,5.1,8.0,2.0,8.08,up,$2.93 | $3.3 | $5.1,2026-02-15 02:16
2007-08,2007-08 Upper Deck Young Guns,500,Devin Setoguchi/Jiri Tlusty/Jonathan Toews CL,Checklist,,Y,2007-08 Upper Deck - Young Guns #500 - Devin Setoguchi/Jiri Tlusty/Jonathan Toews CL,,,,,,,
2006-07,2006-07 Upper Deck Young Guns,201,Shane O'Brien,Anaheim Ducks,,Y,2006-07 Upper Deck - Young Guns #201 - Shane O'Brien,5.1,13.0,1.5,5.1,up,$5.1 | $2.93 | $3.3,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,202,Ryan Shannon,Anaheim Ducks,,Y,2006-07 Upper Deck - Young Guns #202 - Ryan Shannon,4.99,11.0,1.5,5.99,stable,$4.99 | $5.1 | $2.93,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,203,Yan Stastny,St. Louis Blues,,Y,2006-07 Upper Deck - Young Guns #203 - Yan Stastny,2.93,10.0,2.24,14.19,down,$5.1 | $2.93 | $14.19,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,204,Phil Kessel,Boston Bruins,,Y,2006-07 Upper Deck - Young Guns #204 - Phil Kessel,15.46,7.0,15.46,44.05,down,$15.46 | $31.57 | $44.05,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,205,Carsen Germyn,Calgary Flames,,Y,2006-07 Upper Deck - Young Guns #205 - Carsen Germyn,5.1,6.0,2.25,5.1,up,$5.1 | $2.93 | $3.3,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,206,Dustin Byfuglien,Chicago Blackhawks,,Y,2006-07 Upper Deck - Young Guns #206 - Dustin Byfuglien,24.23,11.0,12.5,28.64,up,$20.94 | $16.96 | $24.23,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,207,Paul Stastny,Colorado Avalanche,,Y,2006-07 Upper Deck - Young Guns #207 - Paul Stastny,2.93,15.0,2.93,17.99,down,$5.1 | $2.93 | $3.3,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,208,Fredrik Norrena,Columbus Blue Jackets,,Y,2006-07 Upper Deck - Young Guns #208 - Fredrik Norrena,1.25,7.0,1.25,5.1,down,$1.25 | $5.1 | $2.93,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,209,Filip Novak,Dallas Stars,,Y,2006-07 Upper Deck - Young Guns #209 - Filip Novak,5.1,6.0,1.73,5.1,up,$5.1 | $3.3 | $4.5,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,210,Loui Eriksson,Dallas Stars,,Y,2006-07 Upper Deck - Young Guns #210 - Loui Eriksson,3.3,11.0,2.0,7.33,stable,$5.1 | $2.93 | $3.3,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,211,Tomas Kopecky,Detroit Red Wings,,Y,2006-07 Upper Deck - Young Guns #211 - Tomas Kopecky,1.25,19.0,1.25,7.34,down,$1.25 | $2.93 | $5.1,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,212,Marc-Antoine Pouliot,Edmonton Oilers,,Y,2006-07 Upper Deck - Young Guns #212 - Marc-Antoine Pouliot,5.1,7.0,1.73,5.1,up,$5.1 | $2.93 | $3.3,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,213,Ladislav Smid,Edmonton Oilers,,Y,2006-07 Upper Deck - Young Guns #213 - Ladislav Smid,2.93,17.0,1.73,7.33,stable,$2.93 | $5.1 | $2.93,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,214,Patrick Thoresen,Edmonton Oilers,,Y,2006-07 Upper Deck - Young Guns #214 - Patrick Thoresen,2.93,10.0,1.73,8.08,down,$5.1 | $2.93 | $3.3,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,215,Patrick O'Sullivan,Los Angeles Kings,,Y,2006-07 Upper Deck - Young Guns #215 - Patrick O'Sullivan,3.3,6.0,1.5,5.7,stable,$5.1 | $2.93 | $3.3,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,216,Anze Kopitar,Los Angeles Kings,,Y,2006-07 Upper Deck - Young Guns #216 - Anze Kopitar,42.59,18.0,36.0,128.48,down,$42.59 | $128.48 | $51.42,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,217,Konstantin Pushkarev,Los Angeles Kings,,Y,2006-07 Upper Deck - Young Guns #217 - Konstantin Pushkarev,5.1,6.0,1.5,5.1,up,$5.1 | $2.93 | $3.3,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,218,Erik Reitz,Minnesota Wild,,Y,2006-07 Upper Deck - Young Guns #218 - Erik Reitz,2.61,7.0,2.57,8.08,down,$2.61 | $2.93 | $4.98,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,219,Miroslav Kopriva,Columbus Blue Jackets,,Y,2006-07 Upper Deck - Young Guns #219 - Miroslav Kopriva,2.93,11.0,1.5,12.0,down,$5.1 | $2.93 | $3.3,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,220,Niklas Backstrom,Minnesota Wild,,Y,2006-07 Upper Deck - Young Guns #220 - Niklas Backstrom,5.1,11.0,2.93,17.54,up,$5.1 | $2.93 | $3.3,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,221,Guillaume Latendresse,Montreal Canadiens,,Y,2006-07 Upper Deck - Young Guns #221 - Guillaume Latendresse,2.93,12.0,2.93,13.15,down,$5.5 | $2.93 | $5.1,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,222,Shea Weber,Nashville Predators,,Y,2006-07 Upper Deck - Young Guns #222 - Shea Weber,15.31,11.0,15.31,63.89,down,$16.89 | $27.84 | $15.31,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,223,Mikko Lehtonen,Nashville Predators,,Y,2006-07 Upper Deck - Young Guns #223 - Mikko Lehtonen,5.1,6.0,1.73,5.1,up,$5.1 | $2.93 | $3.3,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,224,Frank Doyle,Nashville Predators,,Y,2006-07 Upper Deck - Young Guns #224 - Frank Doyle,5.1,8.0,1.5,5.14,up,$5.1 | $3.3 | $4.9,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,225,Travis Zajac,New Jersey Devils,,Y,2006-07 Upper Deck - Young Guns #225 - Travis Zajac,1.77,8.0,1.77,9.91,down,$5.1 | $2.93 | $1.77,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,226,John Oduya,New Jersey Devils,,Y,2006-07 Upper Deck - Young Guns #226 - John Oduya,5.1,5.0,1.5,5.7,up,$5.1 | $2.93 | $3.3,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,227,Ryan Caldwell,Minnesota Wild,,Y,2006-07 Upper Deck - Young Guns #227 - Ryan Caldwell,5.1,7.0,1.73,5.1,up,$5.1 | $2.93 | $3.3,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,228,Masi Marjamaki,Nashville Predators,,Y,2006-07 Upper Deck - Young Guns #228 - Masi Marjamaki,4.5,6.0,1.73,7.9,stable,$5.1 | $3.3 | $4.5,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,229,Matt Koalska,Minnesota Wild,,Y,2006-07 Upper Deck - Young Guns #229 - Matt Koalska,5.1,7.0,1.45,5.1,up,$5.1 | $2.93 | $3.3,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,230,Jarkko Immonen,New York Rangers,,Y,2006-07 Upper Deck - Young Guns #230 - Jarkko Immonen,5.1,6.0,1.73,5.1,up,$3.16 | $5.1 | $3.3,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,231,Nigel Dawes,New York Rangers,,Y,2006-07 Upper Deck - Young Guns #231 - Nigel Dawes,5.1,11.0,1.5,5.1,up,$3.66 | $5.1 | $2.93,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,232,Ryan Potulny,New York Rangers,,Y,2006-07 Upper Deck - Young Guns #232 - Ryan Potulny,2.93,7.0,2.28,5.1,stable,$2.93 | $5.1 | $2.93,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,233,David Printz,Philadelphia Flyers,,Y,2006-07 Upper Deck - Young Guns #233 - David Printz,5.1,7.0,1.5,5.1,up,$5.1 | $2.93 | $3.3,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,234,Bill Thomas,Florida Panthers,,Y,2006-07 Upper Deck - Young Guns #234 - Bill Thomas,3.3,8.0,1.5,8.08,down,$5.1 | $3.3 | $4.5,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,235,Joel Perrault,Phoenix Coyotes,,Y,2006-07 Upper Deck - Young Guns #235 - Joel Perrault,5.1,8.0,1.5,5.86,up,$5.1 | $2.93 | $3.3,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,236,Patrick Fischer,Columbus Blue Jackets,,Y,2006-07 Upper Deck - Young Guns #236 - Patrick Fischer,5.1,10.0,2.93,8.08,up,$5.1 | $2.93 | $3.3,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,237,Noah Welch,Florida Panthers,,Y,2006-07 Upper Deck - Young Guns #237 - Noah Welch,5.1,6.0,2.02,5.1,up,$5.1 | $2.93 | $3.3,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,238,Michel Ouellet,Pittsburgh Penguins,,Y,2006-07 Upper Deck - Young Guns #238 - Michel Ouellet,5.1,6.0,1.73,5.1,up,$5.1 | $2.93 | $3.3,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,239,Jordan Staal,Pittsburgh Penguins,,Y,2006-07 Upper Deck - Young Guns #239 - Jordan Staal,9.18,13.0,5.1,26.61,stable,$5.1 | $9.18 | $26.61,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,240,Kris Letang,Pittsburgh Penguins,,Y,2006-07 Upper Deck - Young Guns #240 - Kris Letang,172.49,5.0,40.0,172.49,up,$45.0 | $172.49 | $103.74,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,241,Matt Carle,San Jose Sharks,,Y,2006-07 Upper Deck - Young Guns #241 - Matt Carle,5.1,11.0,1.23,5.14,up,$5.1 | $2.93 | $3.3,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,242,Marc-Edouard Vlasic,San Jose Sharks,,Y,2006-07 Upper Deck - Young Guns #242 - Marc-Edouard Vlasic,3.3,14.0,2.35,14.94,stable,$5.1 | $2.93 | $3.3,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,243,D.J. King,St. Louis Blues,,Y,2006-07 Upper Deck - Young Guns #243 - D.J. King,3.3,11.0,1.5,5.1,stable,$5.1 | $2.93 | $3.3,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,244,Ben Ondrus,St. Louis Blues,,Y,2006-07 Upper Deck - Young Guns #244 - Ben Ondrus,5.1,6.0,1.5,5.1,up,$5.1 | $2.93 | $3.3,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,245,Brendan Bell,Toronto Maple Leafs,,Y,2006-07 Upper Deck - Young Guns #245 - Brendan Bell,5.1,7.0,1.5,5.1,up,$5.1 | $2.93 | $3.3,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,246,Ian White,Toronto Maple Leafs,,Y,2006-07 Upper Deck - Young Guns #246 - Ian White,5.1,9.0,1.5,5.1,up,$5.1 | $2.93 | $3.3,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,247,Jeremy Williams,Toronto Maple Leafs,,Y,2006-07 Upper Deck - Young Guns #247 - Jeremy Williams,2.93,9.0,1.5,11.0,down,$5.1 | $2.93 | $3.3,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,248,Luc Bourdon,Vancouver Canucks,,Y,2006-07 Upper Deck - Young Guns #248 - Luc Bourdon,5.1,8.0,5.1,16.8,down,$9.41 | $5.1 | $5.7,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,249,Eric Fehr,Washington Capitals,,Y,2006-07 Upper Deck - Young Guns #249 - Eric Fehr,2.93,9.0,1.5,7.33,down,$5.1 | $2.93 | $3.67,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,250,Phil Kessel CL,Checklist,,Y,2006-07 Upper Deck - Young Guns #250 - Phil Kessel CL,5.1,3.0,5.1,14.84,down,$5.1 | $14.84 | $9.11,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,451,David McKee,Anaheim Ducks,,Y,2006-07 Upper Deck - Young Guns #451 - David McKee,3.67,7.0,2.19,5.1,stable,$5.1 | $2.93 | $3.67,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,452,Mark Stuart,Boston Bruins,,Y,2006-07 Upper Deck - Young Guns #452 - Mark Stuart,5.1,8.0,1.73,5.1,up,$2.93 | $5.1 | $3.67,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,453,Matt Lashoff,Boston Bruins,,Y,2006-07 Upper Deck - Young Guns #453 - Matt Lashoff,5.1,5.0,1.29,5.1,up,$5.1 | $3.67 | $1.73,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,454,Mike Brown,Anaheim Ducks,,Y,2006-07 Upper Deck - Young Guns #454 - Mike Brown,5.1,2.0,3.67,5.1,up,$5.1 | $3.67,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,455,Nate Thompson,Buffalo Sabres,,Y,2006-07 Upper Deck - Young Guns #455 - Nate Thompson,5.1,6.0,1.73,5.1,up,$5.1 | $3.67 | $4.74,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,456,Drew Stafford,Buffalo Sabres,,Y,2006-07 Upper Deck - Young Guns #456 - Drew Stafford,11.65,10.0,1.73,11.65,up,$5.1 | $11.65 | $2.93,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,457,Adam Dennis,Calgary Flames,,Y,2006-07 Upper Deck - Young Guns #457 - Adam Dennis,5.1,5.0,1.73,5.1,up,$5.1 | $2.93 | $3.67,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,458,Mike Card,Calgary Flames,,Y,2006-07 Upper Deck - Young Guns #458 - Mike Card,5.1,5.0,2.94,5.1,up,$5.1 | $3.67 | $4.5,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,459,Michael Funk,Calgary Flames,,Y,2006-07 Upper Deck - Young Guns #459 - Michael Funk,5.1,4.0,2.0,5.1,up,$5.1 | $2.93 | $3.67,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,460,Michael Ryan,Buffalo Sabres,,Y,2006-07 Upper Deck - Young Guns #460 - Michael Ryan,5.1,7.0,3.67,14.63,stable,$5.1 | $3.67 | $14.63,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,461,Dustin Boyd,Calgary Flames,,Y,2006-07 Upper Deck - Young Guns #461 - Dustin Boyd,3.67,5.0,2.93,5.1,stable,$5.1 | $2.93 | $3.67,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,462,Brandon Prust,Calgary Flames,,Y,2006-07 Upper Deck - Young Guns #462 - Brandon Prust,2.93,7.0,2.2,8.06,down,$2.93 | $5.1 | $2.93,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,463,Dave Bolland,Chicago Blackhawks,,Y,2006-07 Upper Deck - Young Guns #463 - Dave Bolland,2.93,9.0,2.2,7.52,down,$2.93 | $5.1 | $2.93,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,464,Michael Blunden,Columbus Blue Jackets,,Y,2006-07 Upper Deck - Young Guns #464 - Michael Blunden,2.93,6.0,2.93,14.63,down,$5.1 | $2.93 | $3.67,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,465,Adam Burish,Chicago Blackhawks,,Y,2006-07 Upper Deck - Young Guns #465 - Adam Burish,3.67,7.0,2.19,5.86,stable,$5.1 | $2.93 | $3.67,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,466,Stefan Liv,Detroit Red Wings,,Y,2006-07 Upper Deck - Young Guns #466 - Stefan Liv,5.1,6.0,1.5,5.1,up,$5.1 | $2.93 | $3.67,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,467,Alexei Mikhnov,Edmonton Oilers,,Y,2006-07 Upper Deck - Young Guns #467 - Alexei Mikhnov,5.1,6.0,1.73,5.1,up,$5.1 | $2.93 | $3.67,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,468,Jeff Drouin-Deslauriers,Edmonton Oilers,,Y,2006-07 Upper Deck - Young Guns #468 - Jeff Drouin-Deslauriers,2.93,1.0,2.93,2.93,insufficient data,$2.93,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,469,Jan Hejda,Colorado Avalanche,,Y,2006-07 Upper Deck - Young Guns #469 - Jan Hejda,5.1,5.0,1.73,5.42,up,$5.1 | $2.93 | $3.67,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,470,David Booth,Florida Panthers,,Y,2006-07 Upper Deck - Young Guns #470 - David Booth,2.93,5.0,2.93,6.22,stable,$2.93 | $5.1 | $2.93,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,471,Drew Larman,Phoenix Coyotes,,Y,2006-07 Upper Deck - Young Guns #471 - Drew Larman,2.93,6.0,2.93,14.63,down,$5.1 | $2.93 | $3.67,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,472,Peter Harrold,New Jersey Devils,,Y,2006-07 Upper Deck - Young Guns #472 - Peter Harrold,2.93,5.0,2.93,8.08,down,$5.1 | $2.93 | $3.67,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,473,Barry Brust,Minnesota Wild,,Y,2006-07 Upper Deck - Young Guns #473 - Barry Brust,3.67,6.0,1.73,6.23,stable,$5.1 | $2.93 | $3.67,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,474,Karri Ramo,Tampa Bay Lightning,,Y,2006-07 Upper Deck - Young Guns #474 - Karri Ramo,5.1,7.0,1.73,5.1,up,$5.1 | $2.93 | $3.67,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,475,Benoit Pouliot,Minnesota Wild,,Y,2006-07 Upper Deck - Young Guns #475 - Benoit Pouliot,2.93,5.0,2.93,8.63,down,$2.93 | $5.1 | $2.93,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,476,Alexander Radulov,Nashville Predators,,Y,2006-07 Upper Deck - Young Guns #476 - Alexander Radulov,15.51,10.0,2.93,15.51,up,$2.93 | $15.51 | $4.74,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,477,Alex Brooks,New Jersey Devils,,Y,2006-07 Upper Deck - Young Guns #477 - Alex Brooks,3.67,6.0,1.73,8.08,stable,$5.1 | $2.93 | $3.67,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,478,Alexei Kaigorodov,New York Islanders,,Y,2006-07 Upper Deck - Young Guns #478 - Alexei Kaigorodov,2.93,8.0,1.73,11.66,down,$5.1 | $2.93 | $3.67,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,479,Kelly Guard,Los Angeles Kings,,Y,2006-07 Upper Deck - Young Guns #479 - Kelly Guard,3.67,7.0,2.39,5.23,stable,$2.93 | $3.67 | $4.74,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,480,Jussi Timonen,New Jersey Devils,,Y,2006-07 Upper Deck - Young Guns #480 - Jussi Timonen,3.67,4.0,3.67,14.63,down,$5.1 | $3.67 | $14.63,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,481,Martin Houle,Phoenix Coyotes,,Y,2006-07 Upper Deck - Young Guns #481 - Martin Houle,5.1,5.0,2.39,5.1,up,$5.1 | $2.93 | $3.67,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,482,Lars Jonsson,Dallas Stars,,Y,2006-07 Upper Deck - Young Guns #482 - Lars Jonsson,2.93,5.0,2.0,8.08,down,$5.1 | $2.93 | $3.67,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,483,Triston Grant,Nashville Predators,,Y,2006-07 Upper Deck - Young Guns #483 - Triston Grant,4.74,5.0,3.66,5.1,stable,$5.1 | $3.67 | $4.74,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,484,Enver Lisin,Phoenix Coyotes,,Y,2006-07 Upper Deck - Young Guns #484 - Enver Lisin,2.93,6.0,2.0,14.63,down,$5.1 | $2.93 | $3.67,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,485,Keith Yandle,Phoenix Coyotes,,Y,2006-07 Upper Deck - Young Guns #485 - Keith Yandle,3.67,14.0,2.93,14.72,stable,$5.1 | $2.93 | $3.67,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,486,Evgeni Malkin,Pittsburgh Penguins,,Y,2006-07 Upper Deck - Young Guns #486 - Evgeni Malkin,275.0,15.0,156.0,304.99,up,$200.0 | $275.0 | $212.93,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,487,Joe Pavelski,San Jose Sharks,,Y,2006-07 Upper Deck - Young Guns #487 - Joe Pavelski,74.99,8.0,15.46,74.99,up,$70.88 | $74.98 | $74.99,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,488,Roman Polak,St. Louis Blues,,Y,2006-07 Upper Deck - Young Guns #488 - Roman Polak,6.61,6.0,2.5,6.61,up,$6.61 | $5.1 | $3.67,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,489,Blair Jones,Tampa Bay Lightning,,Y,2006-07 Upper Deck - Young Guns #489 - Blair Jones,2.93,5.0,2.93,6.49,down,$5.1 | $2.93 | $3.67,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,490,Jean-Francois Racine,Tampa Bay Lightning,,Y,2006-07 Upper Deck - Young Guns #490 - Jean-Francois Racine,2.93,5.0,2.93,22.5,down,$2.93 | $4.74 | $22.5,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,491,Alexander Edler,Vancouver Canucks,,Y,2006-07 Upper Deck - Young Guns #491 - Alexander Edler,3.67,6.0,2.8,5.1,stable,$5.1 | $2.93 | $3.67,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,492,Jesse Schultz,Calgary Flames,,Y,2006-07 Upper Deck - Young Guns #492 - Jesse Schultz,2.93,5.0,2.93,8.08,down,$5.1 | $2.93 | $3.67,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,493,Nathan McIver,Vancouver Canucks,,Y,2006-07 Upper Deck - Young Guns #493 - Nathan McIver,2.93,6.0,1.73,10.29,down,$2.93 | $5.1 | $2.93,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,494,Patrick Coulombe,Montreal Canadiens,,Y,2006-07 Upper Deck - Young Guns #494 - Patrick Coulombe,5.1,5.0,1.73,5.1,up,$5.1 | $2.93 | $3.67,2026-02-15 02:16
2006-07,2006-07 Upper Deck Young Guns,495,Evgeni Malkin,Pittsburgh Penguins,,Y,2006-07 Upper Deck - Young Guns #495 - Evgeni Malkin,15.31,4.0,15.31,29.99,down,$25.0 | $15.31 | $17.25,2026-02-15 02:16
2005-06,2005-06 Upper Deck Young Guns,201,Sidney Crosby,Pittsburgh Penguins,,Y,2005-06 Upper Deck - Young Guns #201 - Sidney Crosby,1725.79,9.0,797.0,1725.79,up,$1725.79 | $1578.91 | $797.0,2026-02-15 02:16
2005-06,2005-06 Upper Deck Young Guns,202,Mike Richards,Philadelphia Flyers,,Y,2005-06 Upper Deck - Young Guns #202 - Mike Richards,3.3,8.0,3.3,15.66,down,$3.3 | $8.08 | $5.1,2026-02-15 02:17
2005-06,2005-06 Upper Deck Young Guns,203,Dion Phaneuf,Calgary Flames,,Y,2005-06 Upper Deck - Young Guns #203 - Dion Phaneuf,9.54,15.0,3.3,17.72,stable,$10.27 | $9.54 | $3.3,2026-02-15 02:17
2005-06,2005-06 Upper Deck Young Guns,204,Corey Perry,Anaheim Ducks,,Y,2005-06 Upper Deck - Young Guns #204 - Corey Perry,15.05,8.0,15.05,33.16,down,$18.36 | $15.05 | $25.7,2026-02-15 02:17
2005-06,2005-06 Upper Deck Young Guns,205,Alexander Steen,Toronto Maple Leafs,,Y,2005-06 Upper Deck - Young Guns #205 - Alexander Steen,2.75,7.0,2.75,15.66,down,$3.3 | $2.75 | $5.1,2026-02-15 02:17
2005-06,2005-06 Upper Deck Young Guns,206,Zach Parise,New Jersey Devils,,Y,2005-06 Upper Deck - Young Guns #206 - Zach Parise,9.54,13.0,4.25,20.42,down,$12.47 | $9.54 | $11.44,2026-02-15 02:17
2005-06,2005-06 Upper Deck Young Guns,207,Rostislav Olesz,Florida Panthers,,Y,2005-06 Upper Deck - Young Guns #207 - Rostislav Olesz,5.58,5.0,2.2,5.58,up,$5.58 | $3.3 | $2.75,2026-02-15 02:17
2005-06,2005-06 Upper Deck Young Guns,208,Matt Foy,Minnesota Wild,,Y,2005-06 Upper Deck - Young Guns #208 - Matt Foy,2.2,4.0,2.2,5.1,down,$3.3 | $2.2 | $5.1,2026-02-15 02:17
2005-06,2005-06 Upper Deck Young Guns,209,Brent Seabrook,Chicago Blackhawks,,Y,2005-06 Upper Deck - Young Guns #209 - Brent Seabrook,9.54,16.0,4.74,22.87,down,$9.54 | $18.5 | $15.09,2026-02-15 02:17
2005-06,2005-06 Upper Deck Young Guns,210,Jeff Hoggan,Boston Bruins,,Y,2005-06 Upper Deck - Young Guns #210 - Jeff Hoggan,3.3,4.0,3.3,10.62,down,$3.3 | $5.1 | $10.62,2026-02-15 02:17
